avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,last_evaluation_missing,underperformer,unhappy,overachiever,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
143,0.0,0.0,3,0.0,0.51729921706,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
140,0.0,0.566022298475,5,0.0,0.919311329173,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,1.0,0.828085003018,4,1.0,0.618267619699,0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
243,0.0,0.0,5,0.0,0.810085765758,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
252,0.0,0.863262767247,2,0.0,0.914967153174,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
244,0.0,0.978296346237,5,0.0,0.729196451082,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
228,1.0,0.908835308362,2,0.0,0.610349942548,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
141,1.0,0.561300915891,4,0.0,0.692813671133,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
151,0.0,0.539140536247,2,0.0,0.452633740202,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
285,0.0,0.84396509157,7,0.0,0.0727256122313,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
249,0.0,0.964927873311,6,0.0,0.153866592413,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
303,0.0,0.860098099463,5,0.0,0.147655384466,1,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,0.0,0.783728099488,4,0.0,0.628395016208,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
115,0.0,0.650008554398,3,0.0,0.377120524894,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,0.0,0.547886331452,4,0.0,0.589152458686,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
139,0.0,0.0,3,0.0,0.352599046713,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
142,1.0,0.955322942385,4,0.0,0.601570951463,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
136,0.0,0.469184431694,2,0.0,0.384205428216,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
209,0.0,0.951504113604,3,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
124,0.0,0.541763847598,2,0.0,0.325892828874,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
141,0.0,0.542278119858,4,0.0,0.660444225253,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
181,0.0,0.931577352896,4,0.0,0.784591962662,0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
210,0.0,0.796586894563,4,0.0,0.715411678405,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
220,0.0,0.57032512349,3,0.0,0.963917885962,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
298,0.0,0.909930857135,6,0.0,0.0552362896003,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
221,0.0,0.869501937407,2,0.0,0.668061976507,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
166,0.0,0.713325454191,6,0.0,0.0810436985506,0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
169,0.0,1.0,4,0.0,0.784863727911,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
247,0.0,0.88327405888,4,0.0,0.881484190304,1,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
255,0.0,0.863789083618,4,0.0,0.545816270309,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
199,0.0,0.0,3,0.0,0.962423697594,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
128,0.0,0.0,2,0.0,0.479334764008,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
231,0.0,0.85105911937,5,0.0,0.842808661136,1,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
151,0.0,0.0,2,0.0,0.419416377909,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
244,0.0,0.490858606157,4,0.0,0.895225991364,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,1.0,0.44875316554,4,1.0,0.777828374405,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
217,0.0,0.956739223083,4,0.0,0.883881403051,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
160,0.0,1.0,2,0.0,0.568701713028,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
201,0.0,0.884992895258,3,0.0,0.573098964574,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
258,1.0,0.948669103852,4,0.0,0.918055617112,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
135,0.0,0.567794331438,2,0.0,0.435450531992,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147,0.0,0.794382954291,4,0.0,0.224800651247,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
203,0.0,0.912934820113,3,0.0,0.607047059005,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
176,0.0,0.466709558818,3,0.0,0.48336017274,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,0.0,0.630862080437,4,0.0,0.672341265181,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
205,1.0,0.699891953971,5,0.0,0.21890472722,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
280,0.0,0.344302940401,3,0.0,0.659583098863,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
172,0.0,0.947513639674,5,0.0,0.24174736603,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
266,0.0,0.889291495429,5,0.0,0.886470890104,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
145,0.0,0.907487179825,4,0.0,0.822627420468,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
211,1.0,0.383070231206,5,0.0,0.935589025246,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
249,1.0,0.836075684404,4,0.0,0.511155036123,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,0.0,0.0,2,0.0,0.400700380684,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
149,0.0,0.565291682362,3,0.0,0.794537681827,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
135,0.0,0.467865564794,2,0.0,0.398805904271,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258,0.0,0.687108080193,4,0.0,0.9783771437,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,1.0,0.0,3,0.0,0.949385136576,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
163,1.0,0.646103675585,4,0.0,0.66671336776,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
172,0.0,0.764118925278,2,0.0,0.570265064031,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
214,0.0,0.851921660831,5,0.0,0.956152253524,0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
252,0.0,0.782426042719,6,0.0,0.104282187684,1,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,0.0,0.817096340747,5,0.0,0.715404498371,0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
263,0.0,0.498371381018,7,0.0,0.543820308656,1,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
184,0.0,0.979539486537,3,0.0,0.549686076645,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
237,0.0,0.504563187411,4,0.0,0.766393293676,0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
241,0.0,0.799590936992,5,0.0,0.764873464024,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,0.0,0.72198593838,3,0.0,0.188529872289,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
113,0.0,0.639783877159,4,0.0,0.977922123112,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
189,0.0,0.871782463329,5,0.0,0.129549237913,0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
232,0.0,0.795662140698,3,0.0,0.554671238868,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,0.0,0.922942352704,6,0.0,0.0650439131211,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
260,0.0,0.0,6,0.0,0.386255640784,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
159,0.0,0.0,2,0.0,0.377056760803,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
185,0.0,0.587271268967,4,0.0,0.925380023018,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
245,0.0,1.0,4,0.0,0.69393617143,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116,1.0,0.624043944026,3,0.0,0.36356416913,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
165,0.0,0.421001819696,4,0.0,0.111817746939,0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,0.0,0.539766853595,2,0.0,0.511552295883,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
167,0.0,0.874655910712,3,0.0,0.575995500211,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
219,0.0,0.976370896524,5,0.0,0.865319652956,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
138,1.0,0.668046122643,3,0.0,0.521333217977,0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
191,0.0,0.671345716477,3,0.0,0.599544780848,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
223,1.0,0.89964072595,5,0.0,0.654910614937,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
260,0.0,0.695282343321,4,0.0,0.846283600413,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0.0,0.721087123283,5,0.0,0.215544527383,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
240,0.0,0.0,4,0.0,0.461933918801,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
146,0.0,0.517680331388,2,0.0,0.421922004133,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
155,0.0,0.525671048596,2,0.0,0.381087700359,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
214,0.0,0.513493471512,6,0.0,0.746120583407,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
242,0.0,0.723425439486,3,0.0,0.761269600261,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
165,0.0,0.559293766267,4,0.0,0.248981470504,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
267,0.0,0.785356723611,5,0.0,0.927001360424,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
178,0.0,0.496384632203,4,0.0,0.797430863389,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
254,0.0,0.45394358201,4,0.0,0.504512771428,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
233,0.0,0.849859336794,3,0.0,0.910158630336,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
163,0.0,0.0,5,0.0,0.571419061508,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
174,0.0,0.719872661479,4,0.0,0.903722176908,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
153,1.0,0.764800054221,3,0.0,0.592062108526,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
155,0.0,0.987075729021,6,0.0,0.88582840828,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
160,0.0,0.473426672769,2,0.0,0.32699500963,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,0.0,0.529368813888,4,0.0,0.89692526965,0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
247,0.0,0.82574111923,6,0.0,0.160009987884,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
231,0.0,0.528690129213,4,0.0,0.584035845168,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
282,0.0,0.708557171985,2,0.0,0.362735303011,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
281,0.0,0.896978870706,6,0.0,0.171879382004,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,0.0,0.632249662981,3,0.0,0.372634950831,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
190,1.0,0.634706919008,3,0.0,0.748292962054,0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
278,0.0,0.820864180996,6,0.0,0.125285082783,1,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
145,0.0,0.411343272339,2,0.0,0.471035016447,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
214,0.0,0.671936456896,4,0.0,0.72338337698,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
164,0.0,0.850513506368,3,0.0,0.737224844322,0,10.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
170,0.0,0.554930242115,4,0.0,0.616377630753,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
213,0.0,0.729999030032,3,0.0,0.97347055522,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
190,1.0,0.695350727107,3,0.0,0.69807533999,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
233,0.0,0.7356814237,4,0.0,0.700039486862,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
214,0.0,0.876409315229,4,0.0,0.285976076253,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
249,0.0,0.997662501406,4,0.0,0.805851927177,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,0.0,0.809153511867,4,0.0,0.831582272917,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152,0.0,0.0,2,0.0,0.411355507184,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
242,0.0,0.0,2,0.0,0.796925464648,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
147,0.0,0.528005091114,3,0.0,0.646769948621,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
264,0.0,0.875616385187,6,0.0,0.0635947917198,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
166,0.0,0.805713549502,2,0.0,0.557975672904,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
276,0.0,0.504833538067,4,0.0,0.881241842139,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
178,1.0,0.671669319452,5,0.0,0.874409377016,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,0.0,0.0,3,0.0,0.564559989169,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
167,0.0,0.512163251728,5,0.0,0.974223053734,0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
211,0.0,0.717782466912,2,0.0,0.887254339253,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
194,0.0,0.574484702111,5,0.0,0.916488154012,0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224,0.0,0.594747434531,3,0.0,0.845493567144,0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
206,0.0,0.713700796061,5,0.0,0.0986516983002,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
145,0.0,0.370716256855,3,1.0,0.651226147126,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
301,1.0,0.838645634292,6,0.0,0.122599196283,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
174,0.0,0.544788206262,5,0.0,0.219943172664,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
120,0.0,0.653403960696,3,0.0,0.262701488005,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
163,0.0,0.688741914324,3,0.0,0.554593962054,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
209,0.0,0.0,4,0.0,1.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
196,0.0,0.882816516717,5,0.0,0.540545938684,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
121,0.0,0.646404164898,2,0.0,0.515521070987,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
219,1.0,1.0,5,0.0,0.938191050247,1,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,0.0,0.679708746555,4,0.0,0.974148539573,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
182,0.0,0.0,4,0.0,0.97619104407,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
204,1.0,0.775665965663,3,0.0,0.903412747811,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
162,0.0,0.858073618718,5,0.0,0.882284363003,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
186,0.0,0.0,3,0.0,0.74602723154,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
250,1.0,1.0,3,0.0,0.63418189086,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
171,0.0,0.0,4,0.0,0.692905764959,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
261,0.0,0.745834043355,4,0.0,0.615469721115,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
247,0.0,0.768716204731,3,0.0,0.712885941445,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,0.0,0.446796444727,2,0.0,0.470894881464,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
171,1.0,0.878520212871,4,0.0,0.934322786344,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
271,0.0,0.0,4,0.0,0.454267939964,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
137,0.0,0.46430737759,2,0.0,0.403110798636,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
165,1.0,0.510157997791,4,0.0,0.314802777389,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,0.0,0.667925387022,3,0.0,1.0,0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
158,0.0,0.0,2,0.0,0.338340869942,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
238,0.0,1.0,5,0.0,0.810993034012,0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
247,0.0,0.0,3,0.0,0.911565783968,0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
227,0.0,0.581595491764,4,0.0,0.855765691137,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
270,0.0,0.521480652505,2,0.0,0.522250680714,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
212,0.0,0.680806248759,5,0.0,0.609979315957,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
155,0.0,0.601827407193,2,0.0,0.392972441697,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
200,0.0,0.802264279493,3,0.0,0.748055241754,0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289,0.0,0.852162596522,7,0.0,0.0703122689775,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
240,0.0,0.870203670041,3,0.0,0.55452023528,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,0.0,0.48578316356,2,0.0,0.349180899906,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
182,0.0,0.625709537009,3,0.0,0.664947040971,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
132,0.0,1.0,5,0.0,0.458847930272,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
226,0.0,0.0,4,0.0,0.623068351739,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,0.0,0.694737964231,4,0.0,0.840828305719,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
100,0.0,0.755490688271,6,0.0,0.0903262684452,0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
145,0.0,0.351086288746,3,0.0,0.455162162218,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
121,0.0,0.823807598303,5,1.0,0.785673040265,0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
248,0.0,1.0,5,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
267,1.0,0.0,4,0.0,0.894028271666,0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
159,0.0,0.50282412572,5,0.0,0.183515011251,0,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
137,1.0,0.774460845521,4,0.0,0.703122784787,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,0.0,0.50247925736,2,0.0,0.459443065731,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
139,0.0,0.0,3,0.0,0.974767374975,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
165,0.0,0.896107156835,6,0.0,0.628014895038,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
233,0.0,0.918185742932,4,0.0,0.47432396865,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
143,1.0,0.0,4,0.0,0.461425997527,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
238,0.0,0.595896046024,4,0.0,0.269951975477,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
186,0.0,0.732015717404,5,0.0,1.0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
202,0.0,0.807559584936,3,0.0,0.740058606227,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
232,0.0,0.881695269915,5,0.0,0.881382161776,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
138,0.0,0.498444191332,2,0.0,0.501587743156,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
271,0.0,0.907211982587,4,0.0,0.901941767579,1,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
258,0.0,0.950414080638,2,0.0,0.652081401326,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
250,0.0,0.0,3,0.0,0.732837989155,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
186,0.0,0.848200743388,4,1.0,0.506522120637,0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
274,0.0,0.815394564337,4,0.0,1.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
256,0.0,0.910689076405,3,0.0,0.629126091971,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
246,0.0,0.909489980898,4,0.0,0.849888641733,1,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
253,0.0,0.0,4,0.0,0.742761332602,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
247,0.0,0.74326485599,4,0.0,0.788489538281,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,0.0,0.0,4,1.0,0.835712002628,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0.0,0.800300241918,4,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,0.0,0.933027323755,4,0.0,0.998414869383,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
160,0.0,0.0,3,0.0,0.904780466366,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
284,0.0,0.0,2,0.0,0.943365398256,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
199,0.0,0.537102284668,3,0.0,0.566152895779,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
190,0.0,0.714851004032,4,0.0,0.874150251645,0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
262,0.0,0.749211927191,3,0.0,0.966035481388,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
202,1.0,0.642417831447,5,0.0,0.719292486966,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
