avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
162,procurement,,0.686160868,3,,high,0.76898499,8
238,sales,,0.901027565,5,,low,0.759894394,8
117,marketing,,,2,,high,0.498189245,3
259,sales,,0.81579342,5,,low,0.956475243,5
114,engineering,1,0.415891715,4,,low,0.364040117,4
108,sales,1,0.590115532,3,,medium,0.669508109,2
258,,,0.718049425,3,,medium,0.409745289,4
145,support,1,0.816675256,3,,low,0.776981455,3
141,support,,0.729080749,5,,low,0.722340577,3
158,engineering,1,0.658756867,4,,low,0.122562307,4
259,support,,0.908455759,4,,low,0.834918873,3
174,sales,,0.959621104,4,,medium,0.719978547,3
150,product,,0.634577879,5,,medium,0.894595503,3
133,sales,,0.689898326,4,,medium,0.501725575,3
308,engineering,,0.880323904,7,,medium,0.119204117,4
185,engineering,,0.693470925,3,,medium,0.938447228,2
225,sales,,0.640898771,4,,low,0.772749166,3
269,engineering,,0.956771831,2,,low,0.569000905,2
241,sales,,0.625771211,3,,low,0.576423686,3
263,product,,0.728630619,3,,medium,0.756042836,3
244,sales,,0.890531242,5,,low,0.743465022,6
221,support,,0.884947078,5,,medium,0.871094768,6
232,marketing,,0.995549834,5,,low,0.286101166,5
176,sales,1,0.781006948,3,,low,0.634448761,2
286,engineering,,0.93220761,3,1,medium,0.743747429,6
155,support,,0.414829743,2,,medium,0.361980447,3
271,management,,0.812571371,3,,low,0.895874231,3
167,management,,0.943218831,4,,high,0.500898721,4
223,engineering,,0.890177529,4,,medium,0.832613287,5
156,sales,,0.587142571,2,,low,0.473073951,3
260,engineering,1,0.969466287,6,,low,0.134369365,4
214,sales,,0.491577719,4,,medium,0.808077272,3
160,,,0.580855886,3,,medium,0.490638639,2
215,product,,0.606636192,3,,medium,0.742700657,3
214,IT,,0.97594075,3,,medium,0.627455746,2
229,sales,,0.825096501,3,,medium,0.711090467,2
156,sales,,0.860901433,5,,low,0.922707066,4
209,sales,,,4,,medium,0.624510274,3
181,engineering,,0.63088962,4,,low,0.83406722,4
223,product,,0.792434891,4,,low,0.90371056,3
196,sales,1,0.474292452,3,,medium,0.77075727,3
272,engineering,,0.64164616,4,,medium,0.572432071,3
253,sales,,0.681077523,3,,medium,0.936637282,3
213,sales,,0.713670314,6,,low,0.219652869,6
246,,,0.904728912,3,,medium,0.776082336,3
264,engineering,,0.879048502,5,,high,0.142026494,6
101,IT,1,0.948675489,3,,medium,0.641414944,3
235,information_technology,,0.435702349,2,,low,0.705225801,6
140,support,,0.565207056,5,,low,0.580750445,3
152,IT,,0.912115156,5,,low,0.610613331,3
106,sales,1,0.780632422,3,,medium,0.860903406,6
236,engineering,,0.650015852,5,,medium,0.922584146,6
109,engineering,,1,3,,low,0.461768094,6
271,sales,1,0.454047656,4,,medium,0.594569501,3
150,sales,,0.428302961,2,,medium,0.445953479,3
237,finance,1,0.715266534,3,,low,0.745265806,3
233,sales,,,4,1,medium,0.957955203,3
179,support,1,0.924889354,3,,low,0.503840001,2
104,product,,0.487445975,3,,high,0.459433322,7
131,marketing,,0.52462984,2,,low,0.357259705,3
201,engineering,,0.86448506,6,,low,0.958363321,4
261,engineering,,0.801181498,4,,high,0.555263368,3
234,marketing,,1,5,,medium,0.824105297,5
161,IT,,0.570731743,4,,medium,0.521857274,2
148,sales,,0.510128887,2,,low,0.451845932,3
166,sales,,0.855098043,3,,low,0.940410207,4
203,sales,,0.704738722,3,,medium,0.180242672,3
263,sales,,0.812600223,3,,high,0.88126721,6
264,engineering,,0.82400651,4,,medium,0.571851017,4
176,IT,,0.672414005,3,,low,0.923603121,3
265,engineering,1,0.611477881,4,,medium,1,2
179,,,0.55689454,5,,low,0.92153943,3
243,engineering,1,,4,,low,0.618081826,3
256,engineering,,0.860782052,5,,medium,0.660489793,2
226,engineering,1,0.858119495,3,,high,0.779850206,3
165,marketing,1,0.577845825,5,,high,0.859516662,2
165,finance,,0.363955445,6,,low,0.43231249,3
178,admin,,0.676107079,3,,high,0.85628251,3
221,support,1,0.918123277,4,,low,0.604821681,3
237,sales,,0.670522554,3,,low,0.752966985,5
138,engineering,,0.668308608,5,,medium,0.579026784,2
233,sales,,0.743716027,4,,medium,0.691923145,2
149,sales,,0.745935275,3,,medium,0.770295163,3
287,information_technology,,0.893489711,3,,high,0.265171172,5
151,product,1,0.862637466,3,,medium,0.632157224,4
233,IT,,0.95120146,4,,medium,0.934083966,6
142,support,,0.949904823,3,,low,0.545153936,2
177,support,,0.856006469,4,,medium,0.515721866,3
169,sales,,0.4638732,2,,medium,0.550574992,3
171,procurement,,0.736490276,5,,medium,0.114631316,5
140,,,0.630672302,3,,medium,0.504447431,2
141,engineering,,0.455279319,2,,medium,0.295883299,3
162,product,,0.563163203,4,,low,0.750416617,3
263,engineering,,0.498021297,5,,low,0.684730359,3
139,engineering,,,3,,medium,0.698529341,3
248,sales,,0.914641548,6,,low,0.128187773,4
251,management,,0.518799245,5,,high,0.959003721,10
263,sales,1,0.734818455,2,,medium,0.547224952,3
153,support,,0.503866939,5,,low,0.517654135,4
149,sales,1,0.478485134,5,,medium,1,3
156,management,,0.518248917,7,,medium,0.709171341,2
52,temp,1,,3,,low,,
228,sales,,0.917603693,5,,medium,0.219868239,6
194,sales,,0.558924397,3,,low,0.7044244,4
226,finance,,0.700703344,4,,high,0.909351848,2
142,IT,,0.63948555,6,,low,0.239773069,3
263,engineering,,0.775218854,6,,low,0.088475792,4
214,marketing,1,0.652989559,5,,low,0.966858887,3
198,,,0.656665842,5,,low,0.608277599,3
218,engineering,,0.559030229,5,,medium,0.206678947,5
140,support,,0.553500993,2,,low,0.499146487,3
175,sales,,,4,,medium,0.46337916,3
184,sales,,0.940974714,2,,high,0.866503048,2
291,sales,,0.771420878,6,,low,0.126084402,4
159,product,,0.525225462,4,,low,0.420226882,2
176,sales,,0.828669123,5,,low,0.335448314,3
267,engineering,,0.505552236,4,,medium,0.55493492,3
230,support,,0.674753304,5,,medium,0.808175758,2
147,sales,,0.552097078,2,,low,0.377655778,3
200,finance,,0.790772856,4,,medium,0.639519547,4
202,,1,0.697171576,4,,low,0.983291586,4
145,support,,0.545058456,2,,low,0.470559815,3
251,sales,,0.707894638,4,,low,0.665002791,3
173,finance,,0.552228749,5,,medium,0.521018222,2
285,procurement,1,0.752618725,5,,medium,0.109102686,4
150,support,,0.662848727,3,,low,0.731518634,3
154,engineering,,0.745681618,5,,medium,0.882156986,3
261,sales,1,,3,,medium,0.975232364,3
167,sales,,0.896071974,3,,low,0.957822341,2
125,support,,0.949257396,3,,low,0.247173221,2
222,engineering,,0.971496678,4,,low,0.703520862,2
253,support,,0.850008068,7,,low,0.09766555,4
223,support,1,0.563668714,3,,medium,0.492985859,3
191,finance,,0.988814025,6,,medium,0.810873903,6
290,engineering,,0.803440321,6,,medium,0.124747079,4
152,sales,,0.693706655,3,,medium,1,2
165,IT,,0.608376777,5,,low,0.177752014,3
139,finance,,0.672117012,3,,low,0.969323677,2
141,support,,0.651047333,4,,medium,0.638122516,4
240,finance,,,4,,low,0.889912157,3
281,sales,,0.618136693,5,,high,0.5683003,4
218,finance,,0.616831072,4,,low,0.955390126,4
265,engineering,1,1,5,,medium,0.948591142,5
224,engineering,,0.71810153,6,,medium,0.199963888,4
143,support,,0.937271147,6,,high,0.599625781,5
243,sales,,0.855150161,4,,medium,0.957990045,5
132,finance,,0.50889284,2,,low,0.331830597,3
100,product,,,2,,low,0.597562364,2
161,management,,0.48211828,4,,high,0.550995476,7
127,sales,,0.579529109,2,,low,0.366161684,3
262,support,,0.869048133,5,,low,0.777183327,5
252,engineering,,0.610339525,5,,medium,0.227823481,4
198,support,,0.993574777,4,,low,0.730500565,3
176,engineering,,1,4,,low,0.670213942,5
209,support,,0.778051757,3,,medium,1,2
153,engineering,,0.585797114,2,,medium,0.48932768,3
144,marketing,,0.566857314,3,,low,1,3
174,sales,,0.975753122,5,,medium,0.097735922,5
257,finance,1,0.647859648,3,,high,0.490517395,2
253,IT,1,0.949838545,4,,medium,0.789600668,5
229,product,,,4,,medium,0.903939498,3
160,support,1,0.67368649,4,,high,0.57951996,2
155,engineering,,0.77433771,4,,low,0.691366426,3
196,sales,,,4,,medium,0.845196525,3
264,support,,0.823840708,4,,low,0.899294591,6
262,support,,0.919659101,4,,low,0.953076328,6
234,sales,,0.633014722,4,,high,0.8117254,2
186,IT,1,0.463857934,3,,medium,0.556274545,3
139,sales,1,0.464265289,3,,low,0.674672622,10
99,support,,0.362616525,3,,low,0.598064623,2
255,support,,0.72031019,2,,medium,0.724554616,3
273,management,,0.805626906,4,,low,0.822028896,5
156,sales,,0.435674115,2,,low,0.378705326,3
257,sales,,0.880585271,3,,medium,0.6889396,3
176,engineering,,0.980087926,4,,high,0.633612315,3
140,admin,,0.787279993,3,,low,0.609136605,3
247,management,,0.735690098,4,,high,0.559909905,10
211,finance,,0.599133807,4,,medium,0.946140023,3
136,,,,2,,medium,0.393580519,3
258,marketing,,0.809516391,4,,low,0.913363097,2
197,sales,1,0.774141671,3,,low,0.682194628,3
190,sales,,0.533225107,3,,low,0.55262763,3
