InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540824,79191B,RETRO PLASTIC POLKA TRAY,12,1/11/11 13:31,0.85,12728.0,France
540824,84375,SET OF 20 KIDS COOKIE CUTTERS,12,1/11/11 13:31,2.1,12728.0,France
540824,POST,POSTAGE,2,1/11/11 13:31,18.0,12728.0,France
540835,22355,CHARLOTTE BAG SUKI DESIGN,10,1/11/11 15:00,0.85,12724.0,France
540835,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,1/11/11 15:00,0.85,12724.0,France
540835,20719,WOODLAND CHARLOTTE BAG,10,1/11/11 15:00,0.85,12724.0,France
540835,20723,STRAWBERRY CHARLOTTE BAG,10,1/11/11 15:00,0.85,12724.0,France
540835,20726,LUNCH BAG WOODLAND,10,1/11/11 15:00,1.65,12724.0,France
540835,20725,LUNCH BAG RED RETROSPOT,10,1/11/11 15:00,1.65,12724.0,France
540835,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/11/11 15:00,1.65,12724.0,France
540835,22382,LUNCH BAG SPACEBOY DESIGN ,10,1/11/11 15:00,1.65,12724.0,France
540835,22383,LUNCH BAG SUKI  DESIGN ,10,1/11/11 15:00,1.65,12724.0,France
540835,22418,10 COLOUR SPACEBOY PEN,24,1/11/11 15:00,0.85,12724.0,France
540835,POST,POSTAGE,1,1/11/11 15:00,18.0,12724.0,France
540851,21361,LOVE LARGE WOOD LETTERS ,1,1/12/11 9:43,12.75,12523.0,France
540851,22222,CAKE PLATE LOVEBIRD WHITE,3,1/12/11 9:43,4.95,12523.0,France
540851,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1/12/11 9:43,1.45,12523.0,France
540851,22215,CAKE STAND WHITE TWO TIER LACE,2,1/12/11 9:43,8.5,12523.0,France
540851,21843,RED RETROSPOT CAKE STAND,1,1/12/11 9:43,10.95,12523.0,France
540851,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1/12/11 9:43,1.25,12523.0,France
540851,21231,SWEETHEART CERAMIC TRINKET BOX,12,1/12/11 9:43,1.25,12523.0,France
540900,22189,CREAM HEART CARD HOLDER,4,1/12/11 11:46,3.95,12712.0,Germany
540900,15056P,EDWARDIAN PARASOL PINK,3,1/12/11 11:46,5.95,12712.0,Germany
540900,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,1/12/11 11:46,2.95,12712.0,Germany
540900,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/12/11 11:46,4.95,12712.0,Germany
540900,21976,PACK OF 60 MUSHROOM CAKE CASES,24,1/12/11 11:46,0.55,12712.0,Germany
540900,85049G,CHOCOLATE BOX RIBBONS ,12,1/12/11 11:46,1.25,12712.0,Germany
540900,82482,WOODEN PICTURE FRAME WHITE FINISH,12,1/12/11 11:46,2.55,12712.0,Germany
540900,82494L,WOODEN FRAME ANTIQUE WHITE ,12,1/12/11 11:46,2.95,12712.0,Germany
540900,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/12/11 11:46,4.95,12712.0,Germany
540900,84949,SILVER HANGING T-LIGHT HOLDER,6,1/12/11 11:46,1.65,12712.0,Germany
540900,POST,POSTAGE,2,1/12/11 11:46,18.0,12712.0,Germany
540946,22511,RETROSPOT BABUSHKA DOORSTOP,8,1/12/11 12:43,1.25,12359.0,Cyprus
540946,22510,GINGHAM BABUSHKA DOORSTOP,8,1/12/11 12:43,1.25,12359.0,Cyprus
540946,22656,VINTAGE BLUE KITCHEN CABINET,1,1/12/11 12:43,125.0,12359.0,Cyprus
540946,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,1/12/11 12:43,4.95,12359.0,Cyprus
540946,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,1/12/11 12:43,4.95,12359.0,Cyprus
540946,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,1/12/11 12:43,2.95,12359.0,Cyprus
540946,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,1/12/11 12:43,5.55,12359.0,Cyprus
540946,22423,REGENCY CAKESTAND 3 TIER,6,1/12/11 12:43,12.75,12359.0,Cyprus
540946,20704,MR ROBOT SOFT TOY,8,1/12/11 12:43,1.95,12359.0,Cyprus
540946,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,1/12/11 12:43,0.42,12359.0,Cyprus
540946,85054,FRENCH ENAMEL POT W LID,12,1/12/11 12:43,1.25,12359.0,Cyprus
540946,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",20,1/12/11 12:43,0.42,12359.0,Cyprus
540946,20705,MRS ROBOT SOFT TOY,8,1/12/11 12:43,1.95,12359.0,Cyprus
540946,22471,TV DINNER TRAY AIR HOSTESS ,8,1/12/11 12:43,1.95,12359.0,Cyprus
540946,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,1/12/11 12:43,0.42,12359.0,Cyprus
540946,22655,VINTAGE RED KITCHEN CABINET,1,1/12/11 12:43,125.0,12359.0,Cyprus
540971,22540,MINI JIGSAW CIRCUS PARADE ,48,1/12/11 14:10,0.42,12383.0,Belgium
540971,22543,MINI JIGSAW BAKE A CAKE ,24,1/12/11 14:10,0.42,12383.0,Belgium
540971,22544,MINI JIGSAW SPACEBOY,48,1/12/11 14:10,0.42,12383.0,Belgium
540971,22547,MINI JIGSAW DINOSAUR ,48,1/12/11 14:10,0.42,12383.0,Belgium
540971,22492,MINI PAINT SET VINTAGE ,36,1/12/11 14:10,0.65,12383.0,Belgium
540971,22489,PACK OF 12 TRADITIONAL CRAYONS,144,1/12/11 14:10,0.36,12383.0,Belgium
540971,22551,PLASTERS IN TIN SPACEBOY,12,1/12/11 14:10,1.65,12383.0,Belgium
540971,22553,PLASTERS IN TIN SKULLS,12,1/12/11 14:10,1.65,12383.0,Belgium
540971,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/12/11 14:10,1.65,12383.0,Belgium
540971,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/12/11 14:10,1.65,12383.0,Belgium
540971,POST,POSTAGE,4,1/12/11 14:10,15.0,12383.0,Belgium
540971,21218,RED SPOTTY BISCUIT TIN,12,1/12/11 14:10,3.75,12383.0,Belgium
540971,22625,RED KITCHEN SCALES,2,1/12/11 14:10,8.5,12383.0,Belgium
540971,22930,BAKING MOULD HEART MILK CHOCOLATE,6,1/12/11 14:10,2.55,12383.0,Belgium
540971,22933,BAKING MOULD EASTER EGG MILK CHOC,6,1/12/11 14:10,2.95,12383.0,Belgium
540971,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,1/12/11 14:10,2.1,12383.0,Belgium
540971,84375,SET OF 20 KIDS COOKIE CUTTERS,24,1/12/11 14:10,2.1,12383.0,Belgium
540971,22966,GINGERBREAD MAN COOKIE CUTTER,24,1/12/11 14:10,1.25,12383.0,Belgium
540971,20677,PINK POLKADOT BOWL,8,1/12/11 14:10,1.25,12383.0,Belgium
540971,20676,RED RETROSPOT BOWL,8,1/12/11 14:10,1.25,12383.0,Belgium
540971,20675,BLUE POLKADOT BOWL,8,1/12/11 14:10,1.25,12383.0,Belgium
540971,22630,DOLLY GIRL LUNCH BOX,12,1/12/11 14:10,1.95,12383.0,Belgium
540971,22631,CIRCUS PARADE LUNCH BOX ,12,1/12/11 14:10,1.95,12383.0,Belgium
540971,22629,SPACEBOY LUNCH BOX ,12,1/12/11 14:10,1.95,12383.0,Belgium
540971,22624,IVORY KITCHEN SCALES,2,1/12/11 14:10,8.5,12383.0,Belgium
540971,21244,BLUE POLKADOT PLATE ,8,1/12/11 14:10,1.69,12383.0,Belgium
540971,21243,PINK  POLKADOT PLATE ,8,1/12/11 14:10,1.69,12383.0,Belgium
540971,21242,RED RETROSPOT PLATE ,8,1/12/11 14:10,1.69,12383.0,Belgium
540971,21240,BLUE POLKADOT CUP,8,1/12/11 14:10,0.85,12383.0,Belgium
540971,21239,PINK  POLKADOT CUP,8,1/12/11 14:10,0.85,12383.0,Belgium
540971,21238,RED RETROSPOT CUP,8,1/12/11 14:10,0.85,12383.0,Belgium
540972,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,1/12/11 14:13,10.95,12437.0,France
540972,21988,PACK OF 6 SKULL PAPER PLATES,48,1/12/11 14:13,0.85,12437.0,France
540972,21987,PACK OF 6 SKULL PAPER CUPS,36,1/12/11 14:13,0.65,12437.0,France
540972,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1/12/11 14:13,1.25,12437.0,France
540972,21843,RED RETROSPOT CAKE STAND,8,1/12/11 14:13,10.95,12437.0,France
540972,POST,POSTAGE,3,1/12/11 14:13,18.0,12437.0,France
540972,22215,CAKE STAND WHITE TWO TIER LACE,3,1/12/11 14:13,8.5,12437.0,France
540976,22394,PAPERWEIGHT KINGS CHOICE ,12,1/12/11 15:00,0.85,12652.0,France
540976,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,1/12/11 15:00,2.95,12652.0,France
540976,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,1/12/11 15:00,0.42,12652.0,France
540976,22970,LONDON BUS COFFEE MUG,6,1/12/11 15:00,2.55,12652.0,France
540976,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,1/12/11 15:00,2.95,12652.0,France
540976,84817,DANISH ROSE DECORATIVE PLATE,24,1/12/11 15:00,0.42,12652.0,France
540976,85016,SET OF 6 VINTAGE NOTELETS KIT,6,1/12/11 15:00,2.55,12652.0,France
540976,22659,LUNCH BOX I LOVE LONDON,12,1/12/11 15:00,1.95,12652.0,France
540976,21622,VINTAGE UNION JACK CUSHION COVER,4,1/12/11 15:00,4.95,12652.0,France
540976,22091,EMPIRE TISSUE BOX,12,1/12/11 15:00,1.25,12652.0,France
540976,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,1/12/11 15:00,0.55,12652.0,France
540976,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/12/11 15:00,1.65,12652.0,France
540976,22605,WOODEN CROQUET GARDEN SET,2,1/12/11 15:00,14.95,12652.0,France
540976,21955,DOORMAT UNION JACK GUNS AND ROSES,2,1/12/11 15:00,7.95,12652.0,France
540976,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,1/12/11 15:00,2.95,12652.0,France
540976,82582,AREA PATROLLED METAL SIGN,12,1/12/11 15:00,2.1,12652.0,France
540976,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,1/12/11 15:00,2.1,12652.0,France
540976,22115,METAL SIGN EMPIRE TEA,6,1/12/11 15:00,2.95,12652.0,France
540976,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,1/12/11 15:00,2.95,12652.0,France
540976,21164,HOME SWEET HOME METAL SIGN ,6,1/12/11 15:00,2.95,12652.0,France
540976,48138,DOORMAT UNION FLAG,2,1/12/11 15:00,7.95,12652.0,France
540976,22922,FRIDGE MAGNETS US DINER ASSORTED,12,1/12/11 15:00,0.85,12652.0,France
540976,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,1/12/11 15:00,1.25,12652.0,France
540976,22398,MAGNETS PACK OF 4 SWALLOWS,12,1/12/11 15:00,1.25,12652.0,France
540976,21917,SET 12 KIDS  WHITE CHALK STICKS,24,1/12/11 15:00,0.42,12652.0,France
540976,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/12/11 15:00,1.65,12652.0,France
540976,20719,WOODLAND CHARLOTTE BAG,10,1/12/11 15:00,0.85,12652.0,France
540976,21452,TOADSTOOL MONEY BOX,6,1/12/11 15:00,2.95,12652.0,France
540976,20724,RED RETROSPOT CHARLOTTE BAG,10,1/12/11 15:00,0.85,12652.0,France
540976,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,1/12/11 15:00,2.95,12652.0,France
540976,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/12/11 15:00,4.95,12652.0,France
540976,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/12/11 15:00,4.95,12652.0,France
540976,22856,ASSORTED EASTER DECORATIONS  BELLS,12,1/12/11 15:00,1.25,12652.0,France
540976,22207,FRYING PAN UNION FLAG,4,1/12/11 15:00,4.25,12652.0,France
540976,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,1/12/11 15:00,3.75,12652.0,France
540976,22551,PLASTERS IN TIN SPACEBOY,12,1/12/11 15:00,1.65,12652.0,France
540976,22358,KINGS CHOICE TEA CADDY ,6,1/12/11 15:00,2.95,12652.0,France
540976,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,1/12/11 15:00,1.65,12652.0,France
540976,21212,PACK OF 72 RETROSPOT CAKE CASES,24,1/12/11 15:00,0.55,12652.0,France
540976,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/12/11 15:00,1.65,12652.0,France
540976,21875,KINGS CHOICE MUG,12,1/12/11 15:00,1.25,12652.0,France
540976,21908,CHOCOLATE THIS WAY METAL SIGN,12,1/12/11 15:00,2.1,12652.0,France
540976,21877,HOME SWEET HOME MUG,12,1/12/11 15:00,1.25,12652.0,France
540976,22406,MONEY BOX KINGS CHOICE DESIGN,12,1/12/11 15:00,1.25,12652.0,France
540976,85015,SET OF 12  VINTAGE POSTCARD SET,6,1/12/11 15:00,2.55,12652.0,France
540976,84821,DANISH ROSE DELUXE COASTER,24,1/12/11 15:00,0.21,12652.0,France
540976,21110,LARGE CAKE TOWEL PINK SPOTS,24,1/12/11 15:00,1.95,12652.0,France
540976,POST,POSTAGE,7,1/12/11 15:00,18.0,12652.0,France
541093,22472,TV DINNER TRAY DOLLY GIRL,3,1/13/11 13:21,4.95,12471.0,Germany
541093,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,1/13/11 13:21,2.95,12471.0,Germany
541093,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,1/13/11 13:21,4.95,12471.0,Germany
541093,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1/13/11 13:21,1.65,12471.0,Germany
541093,22937,BAKING MOULD CHOCOLATE CUPCAKES,18,1/13/11 13:21,2.55,12471.0,Germany
541093,22423,REGENCY CAKESTAND 3 TIER,48,1/13/11 13:21,10.95,12471.0,Germany
541093,POST,POSTAGE,5,1/13/11 13:21,18.0,12471.0,Germany
541115,84378,SET OF 3 HEART COOKIE CUTTERS,24,1/13/11 15:34,1.25,12578.0,Italy
541115,22301,COFFEE MUG CAT + BIRD DESIGN,12,1/13/11 15:34,2.55,12578.0,Italy
541115,22300,COFFEE MUG DOG + BALL DESIGN,12,1/13/11 15:34,2.55,12578.0,Italy
541115,22350,ILLUSTRATED CAT BOWL ,12,1/13/11 15:34,2.55,12578.0,Italy
541115,22349,DOG BOWL CHASING BALL DESIGN,12,1/13/11 15:34,3.75,12578.0,Italy
541115,22659,LUNCH BOX I LOVE LONDON,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22630,DOLLY GIRL LUNCH BOX,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22631,CIRCUS PARADE LUNCH BOX ,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22629,SPACEBOY LUNCH BOX ,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22190,LOCAL CAFE MUG,12,1/13/11 15:34,2.1,12578.0,Italy
541115,22348,TEA BAG PLATE RED RETROSPOT,24,1/13/11 15:34,0.85,12578.0,Italy
541115,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,1/13/11 15:34,2.55,12578.0,Italy
541115,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22135,MINI LADLE LOVE HEART PINK,12,1/13/11 15:34,0.42,12578.0,Italy
541115,22134,MINI LADLE LOVE HEART RED ,24,1/13/11 15:34,0.42,12578.0,Italy
541115,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,1/13/11 15:34,1.49,12578.0,Italy
541115,22365,DOORMAT RESPECTABLE HOUSE,2,1/13/11 15:34,7.95,12578.0,Italy
541115,48184,DOORMAT ENGLISH ROSE ,2,1/13/11 15:34,7.95,12578.0,Italy
541115,22366,DOORMAT AIRMAIL ,4,1/13/11 15:34,7.95,12578.0,Italy
541115,21775,DECORATIVE FLORE BATHROOM BOTTLE,12,1/13/11 15:34,1.25,12578.0,Italy
541115,21774,DECORATIVE CATS BATHROOM BOTTLE,12,1/13/11 15:34,1.25,12578.0,Italy
541115,22494,EMERGENCY FIRST AID TIN ,12,1/13/11 15:34,1.25,12578.0,Italy
541115,21906,PHARMACIE FIRST AID TIN,6,1/13/11 15:34,6.75,12578.0,Italy
541115,21260,FIRST AID TIN,6,1/13/11 15:34,3.25,12578.0,Italy
541115,POST,POSTAGE,7,1/13/11 15:34,28.0,12578.0,Italy
541115,22471,TV DINNER TRAY AIR HOSTESS ,3,1/13/11 15:34,4.95,12578.0,Italy
541115,22314,OFFICE MUG WARMER CHOC+BLUE,12,1/13/11 15:34,2.95,12578.0,Italy
541115,22313,OFFICE MUG WARMER PINK,12,1/13/11 15:34,2.95,12578.0,Italy
541115,22312,OFFICE MUG WARMER POLKADOT,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22311,OFFICE MUG WARMER BLACK+SILVER ,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22433,WATERING CAN GREEN DINOSAUR,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22431,WATERING CAN BLUE ELEPHANT,12,1/13/11 15:34,1.95,12578.0,Italy
541115,22444,GROW YOUR OWN PLANT IN A CAN ,24,1/13/11 15:34,1.25,12578.0,Italy
541115,22525,CHILDRENS GARDEN GLOVES PINK,12,1/13/11 15:34,1.25,12578.0,Italy
541115,22524,CHILDRENS GARDEN GLOVES BLUE,12,1/13/11 15:34,1.25,12578.0,Italy
541115,22521,CHILDS GARDEN TROWEL PINK,12,1/13/11 15:34,0.85,12578.0,Italy
541115,22520,CHILDS GARDEN TROWEL BLUE ,12,1/13/11 15:34,0.85,12578.0,Italy
541115,22523,CHILDS GARDEN FORK PINK,12,1/13/11 15:34,0.85,12578.0,Italy
541115,22522,CHILDS GARDEN FORK BLUE ,12,1/13/11 15:34,0.85,12578.0,Italy
541115,22515,CHILDS GARDEN SPADE PINK,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22514,CHILDS GARDEN SPADE BLUE,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22519,CHILDS GARDEN BRUSH PINK,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22518,CHILDS GARDEN BRUSH BLUE,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22517,CHILDS GARDEN RAKE PINK,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22516,CHILDS GARDEN RAKE BLUE,6,1/13/11 15:34,2.1,12578.0,Italy
541115,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/13/11 15:34,1.65,12578.0,Italy
541115,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/13/11 15:34,1.65,12578.0,Italy
541115,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,1/13/11 15:34,2.55,12578.0,Italy
541115,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/13/11 15:34,2.55,12578.0,Italy
541115,22472,TV DINNER TRAY DOLLY GIRL,3,1/13/11 15:34,4.95,12578.0,Italy
541115,22474,SPACEBOY TV DINNER TRAY,3,1/13/11 15:34,4.95,12578.0,Italy
541115,22272,FELTCRAFT DOLL MARIA,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22273,FELTCRAFT DOLL MOLLY,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22271,FELTCRAFT DOLL ROSIE,6,1/13/11 15:34,2.95,12578.0,Italy
541115,22113,GREY HEART HOT WATER BOTTLE,8,1/13/11 15:34,3.75,12578.0,Italy
541115,22111,SCOTTIE DOG HOT WATER BOTTLE,8,1/13/11 15:34,4.95,12578.0,Italy
541115,21485,RETROSPOT HEART HOT WATER BOTTLE,6,1/13/11 15:34,4.95,12578.0,Italy
541115,22099,CARAVAN SQUARE TISSUE BOX,12,1/13/11 15:34,1.25,12578.0,Italy
541115,22098,BOUDOIR SQUARE TISSUE BOX,12,1/13/11 15:34,1.25,12578.0,Italy
541115,20725,LUNCH BAG RED RETROSPOT,10,1/13/11 15:34,1.65,12578.0,Italy
541115,85178,VICTORIAN SEWING KIT,12,1/13/11 15:34,1.25,12578.0,Italy
541115,21787,RAIN PONCHO RETROSPOT,24,1/13/11 15:34,0.85,12578.0,Italy
541115,21786,POLKADOT RAIN HAT ,24,1/13/11 15:34,0.42,12578.0,Italy
541115,15060B,FAIRY CAKE DESIGN UMBRELLA,4,1/13/11 15:34,3.75,12578.0,Italy
541115,22379,RECYCLING BAG RETROSPOT ,5,1/13/11 15:34,2.1,12578.0,Italy
541115,21936,RED RETROSPOT PICNIC BAG,5,1/13/11 15:34,2.95,12578.0,Italy
541115,21844,RED RETROSPOT MUG,12,1/13/11 15:34,2.95,12578.0,Italy
541115,22310,IVORY KNITTED MUG COSY ,18,1/13/11 15:34,1.65,12578.0,Italy
541115,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,1/13/11 15:34,1.25,12578.0,Italy
541115,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,1/13/11 15:34,1.25,12578.0,Italy
541120,21195,PINK  HONEYCOMB PAPER BALL ,48,1/14/11 9:13,0.65,12490.0,France
541120,21880,RED RETROSPOT TAPE,24,1/14/11 9:13,0.19,12490.0,France
541120,21881,CUTE CATS TAPE,24,1/14/11 9:13,0.19,12490.0,France
541120,22377,BOTTLE BAG RETROSPOT ,20,1/14/11 9:13,0.85,12490.0,France
541120,84356,POMPOM CURTAIN,12,1/14/11 9:13,1.95,12490.0,France
541120,22971,QUEENS GUARD COFFEE MUG,24,1/14/11 9:13,2.55,12490.0,France
541120,22898,CHILDRENS APRON APPLES DESIGN,8,1/14/11 9:13,1.95,12490.0,France
541120,22303,COFFEE MUG APPLES DESIGN,12,1/14/11 9:13,2.55,12490.0,France
541120,22894,TABLECLOTH RED APPLES DESIGN ,4,1/14/11 9:13,8.5,12490.0,France
541120,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,1/14/11 9:13,2.95,12490.0,France
541120,22302,COFFEE MUG PEARS  DESIGN,6,1/14/11 9:13,2.55,12490.0,France
541120,22908,PACK OF 20 NAPKINS RED APPLES,12,1/14/11 9:13,0.85,12490.0,France
541120,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,1/14/11 9:13,2.55,12490.0,France
541120,21976,PACK OF 60 MUSHROOM CAKE CASES,24,1/14/11 9:13,0.55,12490.0,France
541120,22938,CUPCAKE LACE PAPER SET 6,12,1/14/11 9:13,1.95,12490.0,France
541120,22970,LONDON BUS COFFEE MUG,6,1/14/11 9:13,2.55,12490.0,France
541120,22988,SOLDIERS EGG CUP ,12,1/14/11 9:13,1.25,12490.0,France
541120,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,1/14/11 9:13,1.25,12490.0,France
541120,22659,LUNCH BOX I LOVE LONDON,12,1/14/11 9:13,1.95,12490.0,France
541120,22966,GINGERBREAD MAN COOKIE CUTTER,12,1/14/11 9:13,1.25,12490.0,France
541120,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,1/14/11 9:13,2.1,12490.0,France
541120,84378,SET OF 3 HEART COOKIE CUTTERS,12,1/14/11 9:13,1.25,12490.0,France
541120,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,1/14/11 9:13,0.65,12490.0,France
541120,20750,RED RETROSPOT MINI CASES,4,1/14/11 9:13,7.95,12490.0,France
541120,22090,PAPER BUNTING RETROSPOT,12,1/14/11 9:13,2.95,12490.0,France
541120,20724,RED RETROSPOT CHARLOTTE BAG,10,1/14/11 9:13,0.85,12490.0,France
541120,22356,CHARLOTTE BAG PINK POLKADOT,10,1/14/11 9:13,0.85,12490.0,France
541120,85099B,JUMBO BAG RED RETROSPOT,10,1/14/11 9:13,1.95,12490.0,France
541120,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/14/11 9:13,0.85,12490.0,France
541120,21238,RED RETROSPOT CUP,8,1/14/11 9:13,0.85,12490.0,France
541120,20725,LUNCH BAG RED RETROSPOT,10,1/14/11 9:13,1.65,12490.0,France
541120,22704,WRAP RED APPLES ,25,1/14/11 9:13,0.42,12490.0,France
541120,22585,PACK OF 6 BIRDY GIFT TAGS,12,1/14/11 9:13,1.25,12490.0,France
541120,22619,SET OF 6 SOLDIER SKITTLES,4,1/14/11 9:13,3.75,12490.0,France
541120,21915,RED  HARMONICA IN BOX ,12,1/14/11 9:13,1.25,12490.0,France
541120,22631,CIRCUS PARADE LUNCH BOX ,12,1/14/11 9:13,1.95,12490.0,France
541120,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1/14/11 9:13,1.65,12490.0,France
541120,22551,PLASTERS IN TIN SPACEBOY,12,1/14/11 9:13,1.65,12490.0,France
541120,21156,RETROSPOT CHILDRENS APRON,8,1/14/11 9:13,1.95,12490.0,France
541120,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/14/11 9:13,1.65,12490.0,France
541120,22385,JUMBO BAG SPACEBOY DESIGN,10,1/14/11 9:13,1.95,12490.0,France
541120,20711,JUMBO BAG TOYS ,10,1/14/11 9:13,1.95,12490.0,France
541120,POST,POSTAGE,5,1/14/11 9:13,18.0,12490.0,France
541121,85099B,JUMBO BAG RED RETROSPOT,10,1/14/11 9:20,1.95,12672.0,France
541121,21039,RED RETROSPOT SHOPPING BAG,6,1/14/11 9:20,2.55,12672.0,France
541121,20679,EDWARDIAN PARASOL RED,3,1/14/11 9:20,5.95,12672.0,France
541121,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,1/14/11 9:20,0.85,12672.0,France
541121,22668,PINK BABY BUNTING,15,1/14/11 9:20,2.95,12672.0,France
541121,22588,CARD HOLDER GINGHAM HEART,6,1/14/11 9:20,2.55,12672.0,France
541121,20750,RED RETROSPOT MINI CASES,6,1/14/11 9:20,7.95,12672.0,France
541121,20749,ASSORTED COLOUR MINI CASES,2,1/14/11 9:20,7.95,12672.0,France
541121,21218,RED SPOTTY BISCUIT TIN,6,1/14/11 9:20,3.75,12672.0,France
541121,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,1/14/11 9:20,1.45,12672.0,France
541122,22425,ENAMEL COLANDER CREAM,3,1/14/11 9:23,4.95,12708.0,Germany
541122,22199,FRYING PAN RED RETROSPOT,4,1/14/11 9:23,4.25,12708.0,Germany
541122,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,1/14/11 9:23,2.95,12708.0,Germany
541122,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,1/14/11 9:23,2.95,12708.0,Germany
541122,21668,RED STRIPE CERAMIC DRAWER KNOB,12,1/14/11 9:23,1.25,12708.0,Germany
541122,21671,RED SPOT CERAMIC DRAWER KNOB,12,1/14/11 9:23,1.25,12708.0,Germany
541122,21238,RED RETROSPOT CUP,8,1/14/11 9:23,0.85,12708.0,Germany
541122,20674,GREEN POLKADOT BOWL,8,1/14/11 9:23,1.25,12708.0,Germany
541122,22629,SPACEBOY LUNCH BOX ,12,1/14/11 9:23,1.95,12708.0,Germany
541122,16161P,WRAP ENGLISH ROSE ,25,1/14/11 9:23,0.42,12708.0,Germany
541122,22585,PACK OF 6 BIRDY GIFT TAGS,12,1/14/11 9:23,1.25,12708.0,Germany
541122,22962,JAM JAR WITH PINK LID,12,1/14/11 9:23,0.85,12708.0,Germany
541122,21242,RED RETROSPOT PLATE ,8,1/14/11 9:23,1.69,12708.0,Germany
541122,22333,RETROSPOT PARTY BAG + STICKER SET,8,1/14/11 9:23,1.65,12708.0,Germany
541122,22986,GINGHAM ROSE WRAP,25,1/14/11 9:23,0.42,12708.0,Germany
